路测标识,小区ID,纬度,经度,接收电平
KeyNum,CellID,Latitude,Longitude,RxLev
319841,9152,121.172606,41.156179,-114.984742
319842,9152,121.172608,41.156181,-114.985487
319843,9152,121.17261,41.156182,-114.986232
319844,9152,121.172611,41.156184,-114.986977
319845,9152,121.172613,41.156186,-114.987721
319846,9152,121.172615,41.156188,-114.988466
319847,9152,121.172617,41.156189,-114.98921
319848,9152,121.172618,41.156191,-114.989955
319849,9152,121.17262,41.156193,-114.990699
319850,9152,121.172622,41.156194,-114.991444
319851,9152,121.172623,41.156196,-114.992188
319852,9152,121.172625,41.156198,-114.992933
319853,9152,121.172627,41.156199,-114.993677
319854,9152,121.172628,41.156201,-114.994421
319855,9152,121.17263,41.156203,-114.995165
319856,9152,121.172632,41.156205,-114.99591
319857,9152,121.172634,41.156206,-114.996654
319858,9152,121.172635,41.156208,-114.997398
319859,9152,121.172637,41.15621,-114.998142
319860,9152,121.172639,41.156211,-114.998886
319861,9152,121.17264,41.156213,-114.99963
319862,9152,121.172642,41.156215,-115.000374
319863,9152,121.172644,41.156216,-115.001118
319864,9152,121.172645,41.156218,-115.001862
319865,9152,121.172647,41.15622,-115.002606
319866,9152,121.172649,41.156222,-115.00335
319867,9152,121.172651,41.156223,-115.004094
319868,9152,121.172652,41.156225,-115.004838
319869,9152,121.172654,41.156227,-115.005581
319870,9152,121.172656,41.156228,-115.006325
319871,9152,121.172657,41.15623,-115.007069
319872,9152,121.172659,41.156232,-115.007812
319873,9152,121.172661,41.156233,-115.008556
319874,9152,121.172662,41.156235,-115.009299
319875,9152,121.172664,41.156237,-115.010043
319876,9152,121.172666,41.156239,-115.010786
319877,9152,121.172668,41.15624,-115.01153
319878,9152,121.172669,41.156242,-115.012273
319879,9152,121.172671,41.156244,-115.013017
319880,9152,121.172673,41.156245,-115.01376
319881,9152,121.172674,41.156247,-115.014503
319882,9152,121.172676,41.156249,-115.015247
319883,9152,121.172678,41.15625,-115.01599
319884,9152,121.172679,41.156252,-115.016733
319885,9152,121.172681,41.156254,-115.017476
319886,9152,121.172683,41.156256,-115.018219
319887,9152,121.172685,41.156257,-115.018962
319888,9152,121.172686,41.156259,-115.019705
319889,9152,121.172688,41.156261,-115.020448
319890,9152,121.17269,41.156262,-115.021191
319891,9152,121.172691,41.156264,-115.021934
319892,9152,121.172693,41.156266,-115.022677
319893,9152,121.172695,41.156267,-115.02342
319894,9152,121.172696,41.156269,-115.024163
319895,9152,121.172698,41.156271,-115.024906
319896,9152,121.1727,41.156273,-115.025648
319897,9152,121.172702,41.156274,-115.026391
319898,9152,121.172703,41.156276,-115.027134
319899,9152,121.172705,41.156278,-115.027876
319900,9152,121.172707,41.156279,-115.028619
319901,9152,121.172708,41.156281,-115.029362
319902,9152,121.17271,41.156283,-115.030104
319903,9152,121.172712,41.156284,-115.030847
319904,9152,121.172713,41.156286,-115.031589
319905,9152,121.172715,41.156288,-115.032331
319906,9152,121.172717,41.15629,-115.033074
319907,9152,121.172719,41.156291,-115.033816
319908,9152,121.17272,41.156293,-115.034559
319909,9152,121.172722,41.156295,-115.035301
319910,9152,121.172724,41.156296,-115.036043
319911,9152,121.172725,41.156298,-115.036785
319912,9152,121.172727,41.1563,-115.037527
319913,9152,121.172729,41.156301,-115.038269
319914,9152,121.17273,41.156303,-115.039012
319915,9152,121.172732,41.156305,-115.039754
319916,9152,121.172734,41.156307,-115.040496
319917,9152,121.172736,41.156308,-115.041238
319918,9152,121.172737,41.15631,-115.04198
319919,9152,121.172739,41.156312,-115.042721
319920,9152,121.172741,41.156313,-115.043463
319921,9152,121.172742,41.156315,-115.044205
319922,9152,121.172744,41.156317,-115.044947
319923,9152,121.172746,41.156318,-115.045689
319924,9152,121.172747,41.15632,-115.04643
319925,9152,121.172749,41.156322,-115.047172
319926,9152,121.172751,41.156324,-115.047914
319927,9152,121.172753,41.156325,-115.048655
319928,9152,121.172754,41.156327,-115.049397
319929,9152,121.172756,41.156329,-115.050138
319930,9152,121.172758,41.15633,-115.05088
319931,9152,121.172759,41.156332,-115.051621
319932,9152,121.172761,41.156334,-115.052363
319933,9152,121.172763,41.156335,-115.053104
319934,9152,121.172764,41.156337,-115.053845
319935,9152,121.172766,41.156339,-115.054587
319936,9152,121.172768,41.156341,-115.055328
319937,9152,121.17277,41.156342,-115.056069
319938,9152,121.172771,41.156344,-115.056811
319939,9152,121.172773,41.156346,-115.057552
319940,9152,121.172775,41.156347,-115.058293
319941,9152,121.172776,41.156349,-115.059034
319942,9152,121.172778,41.156351,-115.059775
319943,9152,121.17278,41.156352,-115.060516
319944,9152,121.172781,41.156354,-115.061257
319945,9152,121.172783,41.156356,-115.061998
319946,9152,121.172785,41.156358,-115.062739
319947,9152,121.172787,41.156359,-115.06348
319948,9152,121.172788,41.156361,-115.06422
319949,9152,121.17279,41.156363,-115.064961
319950,9152,121.172792,41.156364,-115.065702
319951,9152,121.172793,41.156366,-115.066443
319952,9152,121.172795,41.156368,-115.067183
319953,9152,121.172797,41.156369,-115.067924
319954,9152,121.172798,41.156371,-115.068665
319955,9152,121.1728,41.156373,-115.069405
319956,9152,121.172802,41.156375,-115.070146
319957,9152,121.172804,41.156376,-115.070886
319958,9152,121.172805,41.156378,-115.071627
319959,9152,121.172807,41.15638,-115.072367
319960,9152,121.172809,41.156381,-115.073108
319961,9152,121.17281,41.156383,-115.073848
319962,9152,121.172812,41.156385,-115.074588
319963,9152,121.172814,41.156386,-115.075329
319964,9152,121.172815,41.156388,-115.076069
319965,9152,121.172817,41.15639,-115.076809
319966,9152,121.172819,41.156392,-115.077549
319967,9152,121.172821,41.156393,-115.078289
319968,9152,121.172822,41.156395,-115.079029
319969,9152,121.172824,41.156397,-115.07977
319970,9152,121.172826,41.156398,-115.08051
319971,9152,121.172827,41.1564,-115.08125
319972,9152,121.172829,41.156402,-115.081989
319973,9152,121.172831,41.156403,-115.082729
319974,9152,121.172832,41.156405,-115.083469
319975,9152,121.172834,41.156407,-115.084209
319976,9152,121.172836,41.156409,-115.084949
319977,9152,121.172838,41.15641,-115.085689
319978,9152,121.172839,41.156412,-115.086428
319979,9152,121.172841,41.156414,-115.087168
319980,9152,121.172843,41.156415,-115.087908
319981,9152,121.172844,41.156417,-115.088647
319982,9152,121.172846,41.156419,-115.089387
319983,9152,121.172848,41.15642,-115.090127
319984,9152,121.172849,41.156422,-115.090866
319985,9152,121.172851,41.156424,-115.091606
319986,9152,121.172853,41.156426,-115.092345
319987,9152,121.172855,41.156427,-115.093084
319988,9152,121.172856,41.156429,-115.093824
319989,9152,121.172858,41.156431,-115.094563
319990,9152,121.17286,41.156432,-115.095302
319991,9152,121.172861,41.156434,-115.096042
319992,9152,121.172863,41.156436,-115.096781
319993,9152,121.172865,41.156437,-115.09752
319994,9152,121.172866,41.156439,-115.098259
319995,9152,121.172868,41.156441,-115.098998
319996,9152,121.17287,41.156443,-115.099737
319997,9152,121.172872,41.156444,-115.100476
319998,9152,121.172873,41.156446,-115.101215
319999,9152,121.172875,41.156448,-115.101954
320000,9152,121.172877,41.156449,-115.102693
320001,9152,121.172878,41.156451,-115.103432
320002,9152,121.17288,41.156453,-115.104171
320003,9152,121.172882,41.156454,-115.10491
320004,9152,121.172883,41.156456,-115.105649
320005,9152,121.172885,41.156458,-115.106387
320006,9152,121.172887,41.15646,-115.107126
320007,9152,121.172889,41.156461,-115.107865
320008,9152,121.17289,41.156463,-115.108603
320009,9152,121.172892,41.156465,-115.109342
320010,9152,121.172894,41.156466,-115.110081
320011,9152,121.172895,41.156468,-115.110819
320012,9152,121.172897,41.15647,-115.111558
320013,9152,121.172899,41.156471,-115.112296
320014,9152,121.1729,41.156473,-115.113034
320015,9152,121.172902,41.156475,-115.113773
320016,9152,121.172904,41.156477,-115.114511
320017,9152,121.172906,41.156478,-115.115249
320018,9152,121.172907,41.15648,-115.115988
320019,9152,121.172909,41.156482,-115.116726
320020,9152,121.172911,41.156483,-115.117464
320021,9152,121.172912,41.156485,-115.118202
320022,9152,121.172914,41.156487,-115.11894
320023,9152,121.172916,41.156488,-115.119679
320024,9152,121.172917,41.15649,-115.120417
320025,9152,121.172919,41.156492,-115.121155
320026,9152,121.172921,41.156494,-115.121893
320027,9152,121.172923,41.156495,-115.122631
320028,9152,121.172924,41.156497,-115.123368
320029,9152,121.172926,41.156499,-115.124106
320030,9152,121.172928,41.1565,-115.124844
320031,9152,121.172929,41.156502,-115.125582
320032,9152,121.172931,41.156504,-115.12632
320033,9152,121.172933,41.156505,-115.127057
320034,9152,121.172934,41.156507,-115.127795
320035,9152,121.172936,41.156509,-115.128533
320036,9152,121.172938,41.156511,-115.12927
320037,9152,121.17294,41.156512,-115.130008
320038,9152,121.172941,41.156514,-115.130746
320039,9152,121.172943,41.156516,-115.131483
320040,9152,121.172945,41.156517,-115.13222
320041,9152,121.172946,41.156519,-115.132958
320042,9152,121.172948,41.156521,-115.133695
320043,9152,121.17295,41.156522,-115.134433
320044,9152,121.172951,41.156524,-115.13517
320045,9152,121.172953,41.156526,-115.135907
320046,9152,121.172955,41.156528,-115.136645
320047,9152,121.172957,41.156529,-115.137382
320048,9152,121.172958,41.156531,-115.138119
320049,9152,121.17296,41.156533,-115.138856
320050,9152,121.172962,41.156534,-115.139593
320051,9152,121.172963,41.156536,-115.14033
320052,9152,121.172965,41.156538,-115.141067
320053,9152,121.172967,41.156539,-115.141804
320054,9152,121.172968,41.156541,-115.142541
320055,9152,121.17297,41.156543,-115.143278
320056,9152,121.172972,41.156545,-115.144015
320057,9152,121.172974,41.156546,-115.144752
320058,9152,121.172975,41.156548,-115.145489
320059,9152,121.172977,41.15655,-115.146226
320060,9152,121.172979,41.156551,-115.146962
320061,9152,121.17298,41.156553,-115.147699
320062,9152,121.172982,41.156555,-115.148436
320063,9152,121.172984,41.156556,-115.149172
320064,9152,121.172985,41.156558,-115.149909
320065,9152,121.172987,41.15656,-115.150645
320066,9152,121.172989,41.156562,-115.151382
320067,9152,121.172991,41.156563,-115.152118
320068,9152,121.172992,41.156565,-115.152855
320069,9152,121.172994,41.156567,-115.153591
320070,9152,121.172996,41.156568,-115.154328
320071,9152,121.172997,41.15657,-115.155064
320072,9152,121.172999,41.156572,-115.1558
320073,9152,121.173001,41.156573,-115.156537
320074,9152,121.173002,41.156575,-115.157273
320075,9152,121.173004,41.156577,-115.158009
320076,9152,121.173006,41.156579,-115.158745
320077,9152,121.173008,41.15658,-115.159481
320078,9152,121.173009,41.156582,-115.160217
320079,9152,121.173011,41.156584,-115.160953
320080,9152,121.173013,41.156585,-115.161689
320081,9152,121.173014,41.156587,-115.162425
320082,9152,121.173016,41.156589,-115.163161
320083,9152,121.173018,41.15659,-115.163897
320084,9152,121.173019,41.156592,-115.164633
320085,9152,121.173021,41.156594,-115.165369
320086,9152,121.173023,41.156596,-115.166105
320087,9152,121.173025,41.156597,-115.166841
320088,9152,121.173026,41.156599,-115.167576
320089,9152,121.173028,41.156601,-115.168312
320090,9152,121.17303,41.156602,-115.169048
320091,9152,121.173031,41.156604,-115.169783
320092,9152,121.173033,41.156606,-115.170519
320093,9152,121.173035,41.156607,-115.171254
320094,9152,121.173036,41.156609,-115.17199
320095,9152,121.173038,41.156611,-115.172725
320096,9152,121.17304,41.156613,-115.173461
320097,9152,121.173042,41.156614,-115.174196
320098,9152,121.173043,41.156616,-115.174932
320099,9152,121.173045,41.156618,-115.175667
320100,9152,121.173047,41.156619,-115.176402
320101,9152,121.173048,41.156621,-115.177137
320102,9152,121.17305,41.156623,-115.177873
320103,9152,121.173052,41.156624,-115.178608
320104,9152,121.173053,41.156626,-115.179343
320105,9152,121.173055,41.156628,-115.180078
320106,9152,121.173057,41.15663,-115.180813
320107,9152,121.173059,41.156631,-115.181548
320108,9152,121.17306,41.156633,-115.182283
320109,9152,121.173062,41.156635,-115.183018
320110,9152,121.173064,41.156636,-115.183753
320111,9152,121.173065,41.156638,-115.184488
320112,9152,121.173067,41.15664,-115.185223
320113,9152,121.173069,41.156641,-115.185958
320114,9152,121.17307,41.156643,-115.186693
320115,9152,121.173072,41.156645,-115.187427
320116,9152,121.173074,41.156647,-115.188162
320117,9152,121.173076,41.156648,-115.188897
320118,9152,121.173077,41.15665,-115.189631
320119,9152,121.173079,41.156652,-115.190366
320120,9152,121.173081,41.156653,-115.1911
320121,9152,121.173082,41.156655,-115.191835
320122,9152,121.173084,41.156657,-115.19257
320123,9152,121.173086,41.156658,-115.193304
320124,9152,121.173087,41.15666,-115.194038
320125,9152,121.173089,41.156662,-115.194773
320126,9152,121.173091,41.156664,-115.195507
320127,9152,121.173093,41.156665,-115.196241
320128,9152,121.173094,41.156667,-115.196976
320129,9152,121.173096,41.156669,-115.19771
320130,9152,121.173098,41.15667,-115.198444
320131,9152,121.173099,41.156672,-115.199178
320132,9152,121.173101,41.156674,-115.199913
320133,9152,121.173103,41.156675,-115.200647
320134,9152,121.173104,41.156677,-115.201381
320135,9152,121.173106,41.156679,-115.202115
320136,9152,121.173108,41.156681,-115.202849
320137,9152,121.17311,41.156682,-115.203583
320138,9152,121.173111,41.156684,-115.204317
320139,9152,121.173113,41.156686,-115.20505
320140,9152,121.173115,41.156687,-115.205784
320141,9152,121.173116,41.156689,-115.206518
320142,9152,121.173118,41.156691,-115.207252
320143,9152,121.17312,41.156692,-115.207986
320144,9152,121.173121,41.156694,-115.208719
320145,9152,121.173123,41.156696,-115.209453
320146,9152,121.173125,41.156698,-115.210187
320147,9152,121.173127,41.156699,-115.21092
320148,9152,121.173128,41.156701,-115.211654
320149,9152,121.17313,41.156703,-115.212387
320150,9152,121.173132,41.156704,-115.213121
320151,9152,121.173133,41.156706,-115.213854
320152,9152,121.173135,41.156708,-115.214588
320153,9152,121.173137,41.156709,-115.215321
320154,9152,121.173138,41.156711,-115.216054
320155,9152,121.17314,41.156713,-115.216788
320156,9152,121.173142,41.156715,-115.217521
320157,9152,121.173144,41.156716,-115.218254
320158,9152,121.173145,41.156718,-115.218987
320159,9152,121.173147,41.15672,-115.219721
320160,9152,121.173149,41.156721,-115.220454
320161,9152,121.17315,41.156723,-115.221187
320162,9152,121.173152,41.156725,-115.22192
320163,9152,121.173154,41.156726,-115.222653
320164,9152,121.173155,41.156728,-115.223386
320165,9152,121.173157,41.15673,-115.224119
320166,9152,121.173159,41.156732,-115.224852
320167,9152,121.173161,41.156733,-115.225585
320168,9152,121.173162,41.156735,-115.226317
320169,9152,121.173164,41.156737,-115.22705
320170,9152,121.173166,41.156738,-115.227783
320171,9152,121.173167,41.15674,-115.228516
320172,9152,121.173169,41.156742,-115.229248
320173,9152,121.173171,41.156743,-115.229981
320174,9152,121.173172,41.156745,-115.230714
320175,9152,121.173174,41.156747,-115.231446
320176,9152,121.173176,41.156749,-115.232179
320177,9152,121.173178,41.15675,-115.232911
320178,9152,121.173179,41.156752,-115.233644
320179,9152,121.173181,41.156754,-115.234376
320180,9152,121.173183,41.156755,-115.235109
320181,9152,121.173184,41.156757,-115.235841
320182,9152,121.173186,41.156759,-115.236573
320183,9152,121.173188,41.15676,-115.237306
320184,9152,121.173189,41.156762,-115.238038
320185,9152,121.173191,41.156764,-115.23877
320186,9152,121.173193,41.156766,-115.239502
320187,9152,121.173195,41.156767,-115.240235
320188,9152,121.173196,41.156769,-115.240967
320189,9152,121.173198,41.156771,-115.241699
320190,9152,121.1732,41.156772,-115.242431
320191,9152,121.173201,41.156774,-115.243163
320192,9152,121.173203,41.156776,-115.243895
320193,9152,121.173205,41.156777,-115.244627
320194,9152,121.173206,41.156779,-115.245359
320195,9152,121.173208,41.156781,-115.246091
320196,9152,121.17321,41.156783,-115.246822
320197,9152,121.173212,41.156784,-115.247554
320198,9152,121.173213,41.156786,-115.248286
320199,9152,121.173215,41.156788,-115.249018
320200,9152,121.173217,41.156789,-115.249749
320201,9152,121.173218,41.156791,-115.250481
320202,9152,121.17322,41.156793,-115.251213
320203,9152,121.173222,41.156794,-115.251944
320204,9152,121.173223,41.156796,-115.252676
320205,9152,121.173225,41.156798,-115.253407
320206,9152,121.173227,41.1568,-115.254139
320207,9152,121.173229,41.156801,-115.25487
320208,9152,121.17323,41.156803,-115.255602
320209,9152,121.173232,41.156805,-115.256333
320210,9152,121.173234,41.156806,-115.257064
320211,9152,121.173235,41.156808,-115.257796
320212,9152,121.173237,41.15681,-115.258527
320213,9152,121.173239,41.156811,-115.259258
320214,9152,121.17324,41.156813,-115.259989
320215,9152,121.173242,41.156815,-115.260721
320216,9152,121.173244,41.156817,-115.261452
320217,9152,121.173246,41.156818,-115.262183
320218,9152,121.173247,41.15682,-115.262914
320219,9152,121.173249,41.156822,-115.263645
320220,9152,121.173251,41.156823,-115.264376
320221,9152,121.173252,41.156825,-115.265107
320222,9152,121.173254,41.156827,-115.265838
320223,9152,121.173256,41.156828,-115.266569
320224,9152,121.173257,41.15683,-115.267299
320225,9152,121.173259,41.156832,-115.26803
320226,9152,121.173261,41.156834,-115.268761
320227,9152,121.173263,41.156835,-115.269492
320228,9152,121.173264,41.156837,-115.270222
320229,9152,121.173266,41.156839,-115.270953
320230,9152,121.173268,41.15684,-115.271684
320231,9152,121.173269,41.156842,-115.272414
320232,9152,121.173271,41.156844,-115.273145
320233,9152,121.173273,41.156845,-115.273875
320234,9152,121.173274,41.156847,-115.274606
320235,9152,121.173276,41.156849,-115.275336
320236,9152,121.173278,41.156851,-115.276067
320237,9152,121.17328,41.156852,-115.276797
320238,9152,121.173281,41.156854,-115.277527
320239,9152,121.173283,41.156856,-115.278258
320240,9152,121.173285,41.156857,-115.278988
320241,9152,121.173286,41.156859,-115.279718
320242,9152,121.173288,41.156861,-115.280448
320243,9152,121.17329,41.156862,-115.281178
320244,9152,121.173291,41.156864,-115.281909
320245,9152,121.173293,41.156866,-115.282639
320246,9152,121.173295,41.156868,-115.283369
320247,9152,121.173297,41.156869,-115.284099
320248,9152,121.173298,41.156871,-115.284829
320249,9152,121.1733,41.156873,-115.285559
320250,9152,121.173302,41.156874,-115.286289
320251,9152,121.173303,41.156876,-115.287018
320252,9152,121.173305,41.156878,-115.287748
320253,9152,121.173307,41.156879,-115.288478
320254,9152,121.173308,41.156881,-115.289208
320255,9152,121.17331,41.156883,-115.289938
320256,9152,121.173312,41.156885,-115.290667
320257,9152,121.173314,41.156886,-115.291397
320258,9152,121.173315,41.156888,-115.292126
320259,9152,121.173317,41.15689,-115.292856
320260,9152,121.173319,41.156891,-115.293586
320261,9152,121.17332,41.156893,-115.294315
320262,9152,121.173322,41.156895,-115.295045
320263,9152,121.173324,41.156896,-115.295774
320264,9152,121.173325,41.156898,-115.296503
320265,9152,121.173327,41.1569,-115.297233
320266,9152,121.173329,41.156902,-115.297962
320267,9152,121.173331,41.156903,-115.298691
320268,9152,121.173332,41.156905,-115.299421
320269,9152,121.173334,41.156907,-115.30015
320270,9152,121.173336,41.156908,-115.300879
320271,9152,121.173337,41.15691,-115.301608
320272,9152,121.173339,41.156912,-115.302337
320273,9152,121.173341,41.156913,-115.303067
320274,9152,121.173342,41.156915,-115.303796
320275,9152,121.173344,41.156917,-115.304525
320276,9152,121.173346,41.156919,-115.305254
320277,9152,121.173348,41.15692,-115.305983
320278,9152,121.173349,41.156922,-115.306711
320279,9152,121.173351,41.156924,-115.30744
320280,9152,121.173353,41.156925,-115.308169
320281,9152,121.173354,41.156927,-115.308898
320282,9152,121.173356,41.156929,-115.309627
320283,9152,121.173358,41.15693,-115.310355
320284,9152,121.173359,41.156932,-115.311084
320285,9152,121.173361,41.156934,-115.311813
320286,9152,121.173363,41.156936,-115.312541
320287,9152,121.173365,41.156937,-115.31327
320288,9152,121.173366,41.156939,-115.313999
320289,9152,121.173368,41.156941,-115.314727
320290,9152,121.17337,41.156942,-115.315456
320291,9152,121.173371,41.156944,-115.316184
320292,9152,121.173373,41.156946,-115.316912
320293,9152,121.173375,41.156947,-115.317641
320294,9152,121.173376,41.156949,-115.318369
320295,9152,121.173378,41.156951,-115.319097
320296,9152,121.17338,41.156953,-115.319826
320297,9152,121.173382,41.156954,-115.320554
320298,9152,121.173383,41.156956,-115.321282
320299,9152,121.173385,41.156958,-115.32201
320300,9152,121.173387,41.156959,-115.322738
320301,9152,121.173388,41.156961,-115.323467
320302,9152,121.17339,41.156963,-115.324195
320303,9152,121.173392,41.156964,-115.324923
320304,9152,121.173393,41.156966,-115.325651
320305,9152,121.173395,41.156968,-115.326379
320306,9152,121.173397,41.15697,-115.327107
320307,9152,121.173399,41.156971,-115.327834
320308,9152,121.1734,41.156973,-115.328562
320309,9152,121.173402,41.156975,-115.32929
320310,9152,121.173404,41.156976,-115.330018
320311,9152,121.173405,41.156978,-115.330746
320312,9152,121.173407,41.15698,-115.331473
320313,9152,121.173409,41.156981,-115.332201
320314,9152,121.17341,41.156983,-115.332929
320315,9152,121.173412,41.156985,-115.333656
320316,9152,121.173414,41.156987,-115.334384
320317,9152,121.173416,41.156988,-115.335111
320318,9152,121.173417,41.15699,-115.335839
320319,9152,121.173419,41.156992,-115.336566
320320,9152,121.173421,41.156993,-115.337294
320321,9152,121.173422,41.156995,-115.338021
320322,9152,121.173424,41.156997,-115.338748
320323,9152,121.173426,41.156998,-115.339476
320324,9152,121.173427,41.157,-115.340203
320325,9152,121.173429,41.157002,-115.34093
320326,9152,121.173431,41.157004,-115.341657
320327,9152,121.173433,41.157005,-115.342385
320328,9152,121.173434,41.157007,-115.343112
320329,9152,121.173436,41.157009,-115.343839
320330,9152,121.173438,41.15701,-115.344566
320331,9152,121.173439,41.157012,-115.345293
320332,9152,121.173441,41.157014,-115.34602
320333,9152,121.173443,41.157015,-115.346747
320334,9152,121.173444,41.157017,-115.347474
320335,9152,121.173446,41.157019,-115.348201
320336,9152,121.173448,41.157021,-115.348928
320337,9152,121.17345,41.157022,-115.349654
320338,9152,121.173451,41.157024,-115.350381
320339,9152,121.173453,41.157026,-115.351108
320340,9152,121.173455,41.157027,-115.351835
320341,9152,121.173456,41.157029,-115.352561
320342,9152,121.173458,41.157031,-115.353288
320343,9152,121.17346,41.157032,-115.354015
320344,9152,121.173461,41.157034,-115.354741
320345,9152,121.173463,41.157036,-115.355468
320346,9152,121.173465,41.157038,-115.356194
320347,9152,121.173467,41.157039,-115.356921
320348,9152,121.173468,41.157041,-115.357647
320349,9152,121.17347,41.157043,-115.358373
320350,9152,121.173472,41.157044,-115.3591
320351,9152,121.173473,41.157046,-115.359826
320352,9152,121.173475,41.157048,-115.360552
320353,9152,121.173477,41.157049,-115.361279
320354,9152,121.173478,41.157051,-115.362005
320355,9152,121.17348,41.157053,-115.362731
320356,9152,121.173482,41.157055,-115.363457
320357,9152,121.173484,41.157056,-115.364183
320358,9152,121.173485,41.157058,-115.364909
320359,9152,121.173487,41.15706,-115.365635
320360,9152,121.173489,41.157061,-115.366361
320361,9152,121.17349,41.157063,-115.367087
320362,9152,121.173492,41.157065,-115.367813
320363,9152,121.173494,41.157066,-115.368539
320364,9152,121.173495,41.157068,-115.369265
320365,9152,121.173497,41.15707,-115.369991
320366,9152,121.173499,41.157072,-115.370717
320367,9152,121.173501,41.157073,-115.371442
320368,9152,121.173502,41.157075,-115.372168
320369,9152,121.173504,41.157077,-115.372894
320370,9152,121.173506,41.157078,-115.37362
320371,9152,121.173507,41.15708,-115.374345
320372,9152,121.173509,41.157082,-115.375071
320373,9152,121.173511,41.157083,-115.375796
320374,9152,121.173512,41.157085,-115.376522
320375,9152,121.173514,41.157087,-115.377247
320376,9152,121.173516,41.157089,-115.377973
320377,9152,121.173518,41.15709,-115.378698
320378,9152,121.173519,41.157092,-115.379424
320379,9152,121.173521,41.157094,-115.380149
320380,9152,121.173523,41.157095,-115.380874
320381,9152,121.173524,41.157097,-115.381599
320382,9152,121.173526,41.157099,-115.382325
320383,9152,121.173528,41.1571,-115.38305
320384,9152,121.173529,41.157102,-115.383775
320385,9152,121.173531,41.157104,-115.3845
320386,9152,121.173533,41.157106,-115.385225
320387,9152,121.173535,41.157107,-115.38595
320388,9152,121.173536,41.157109,-115.386675
320389,9152,121.173538,41.157111,-115.3874
320390,9152,121.17354,41.157112,-115.388125
320391,9152,121.173541,41.157114,-115.38885
320392,9152,121.173543,41.157116,-115.389575
320393,9152,121.173545,41.157117,-115.3903
320394,9152,121.173546,41.157119,-115.391025
320395,9152,121.173548,41.157121,-115.391749
320396,9152,121.17355,41.157123,-115.392474
320397,9152,121.173552,41.157124,-115.393199
320398,9152,121.173553,41.157126,-115.393924
320399,9152,121.173555,41.157128,-115.394648
320400,9152,121.173557,41.157129,-115.395373
320401,9152,121.173558,41.157131,-115.396097
320402,9152,121.17356,41.157133,-115.396822
320403,9152,121.173562,41.157134,-115.397546
320404,9152,121.173563,41.157136,-115.398271
320405,9152,121.173565,41.157138,-115.398995
320406,9152,121.173567,41.15714,-115.39972
320407,9152,121.173569,41.157141,-115.400444
320408,9152,121.17357,41.157143,-115.401168
320409,9152,121.173572,41.157145,-115.401893
320410,9152,121.173574,41.157146,-115.402617
320411,9152,121.173575,41.157148,-115.403341
320412,9152,121.173577,41.15715,-115.404065
320413,9152,121.173579,41.157151,-115.404789
320414,9152,121.17358,41.157153,-115.405514
320415,9152,121.173582,41.157155,-115.406238
320416,9152,121.173584,41.157157,-115.406962
320417,9152,121.173586,41.157158,-115.407686
320418,9152,121.173587,41.15716,-115.40841
320419,9152,121.173589,41.157162,-115.409134
320420,9152,121.173591,41.157163,-115.409857
320421,9152,121.173592,41.157165,-115.410581
320422,9152,121.173594,41.157167,-115.411305
320423,9152,121.173596,41.157168,-115.412029
320424,9152,121.173597,41.15717,-115.412753
320425,9152,121.173599,41.157172,-115.413476
320426,9152,121.173601,41.157174,-115.4142
320427,9152,121.173603,41.157175,-115.414924
320428,9152,121.173604,41.157177,-115.415647
320429,9152,121.173606,41.157179,-115.416371
320430,9152,121.173608,41.15718,-115.417094
320431,9152,121.173609,41.157182,-115.417818
320432,9152,121.173611,41.157184,-115.418541
320433,9152,121.173613,41.157185,-115.419265
320434,9152,121.173614,41.157187,-115.419988
320435,9152,121.173616,41.157189,-115.420712
320436,9152,121.173618,41.157191,-115.421435
320437,9152,121.17362,41.157192,-115.422158
320438,9152,121.173621,41.157194,-115.422882
320439,9152,121.173623,41.157196,-115.423605
320440,9152,121.173625,41.157197,-115.424328
320441,9152,121.173626,41.157199,-115.425051
320442,9152,121.173628,41.157201,-115.425774
320443,9152,121.17363,41.157202,-115.426497
320444,9152,121.173631,41.157204,-115.42722
320445,9152,121.173633,41.157206,-115.427943
320446,9152,121.173635,41.157208,-115.428666
320447,9152,121.173637,41.157209,-115.429389
320448,9152,121.173638,41.157211,-115.430112
320449,9152,121.17364,41.157213,-115.430835
320450,9152,121.173642,41.157214,-115.431558
320451,9152,121.173643,41.157216,-115.432281
320452,9152,121.173645,41.157218,-115.433004
320453,9152,121.173647,41.157219,-115.433726
320454,9152,121.173648,41.157221,-115.434449
320455,9152,121.17365,41.157223,-115.435172
320456,9152,121.173652,41.157225,-115.435894
320457,9152,121.173654,41.157226,-115.436617
320458,9152,121.173655,41.157228,-115.43734
320459,9152,121.173657,41.15723,-115.438062
320460,9152,121.173659,41.157231,-115.438785
320461,9152,121.17366,41.157233,-115.439507
320462,9152,121.173662,41.157235,-115.440229
320463,9152,121.173664,41.157236,-115.440952
320464,9152,121.173665,41.157238,-115.441674
320465,9152,121.173667,41.15724,-115.442397
320466,9152,121.173669,41.157242,-115.443119
320467,9152,121.173671,41.157243,-115.443841
320468,9152,121.173672,41.157245,-115.444563
320469,9152,121.173674,41.157247,-115.445285
320470,9152,121.173676,41.157248,-115.446008
320471,9152,121.173677,41.15725,-115.44673
320472,9152,121.173679,41.157252,-115.447452
320473,9152,121.173681,41.157253,-115.448174
320474,9152,121.173682,41.157255,-115.448896
