路测标识,小区ID,纬度,经度,接收电平
KeyNum,CellID,Latitude,Longitude,RxLev
320475,9152,121.173684,41.157257,-115.449618
320476,9152,121.173686,41.157259,-115.45034
320477,9152,121.173688,41.15726,-115.451062
320478,9152,121.173689,41.157262,-115.451784
320479,9152,121.173691,41.157264,-115.452505
320480,9152,121.173693,41.157265,-115.453227
320481,9152,121.173694,41.157267,-115.453949
320482,9152,121.173696,41.157269,-115.454671
320483,9152,121.173698,41.15727,-115.455392
320484,9152,121.173699,41.157272,-115.456114
320485,9152,121.173701,41.157274,-115.456836
320486,9152,121.173703,41.157276,-115.457557
320487,9152,121.173705,41.157277,-115.458279
320488,9152,121.173706,41.157279,-115.459
320489,9152,121.173708,41.157281,-115.459722
320490,9152,121.17371,41.157282,-115.460443
320491,9152,121.173711,41.157284,-115.461165
320492,9152,121.173713,41.157286,-115.461886
320493,9152,121.173715,41.157287,-115.462607
320494,9152,121.173716,41.157289,-115.463329
320495,9152,121.173718,41.157291,-115.46405
320496,9152,121.17372,41.157293,-115.464771
320497,9152,121.173722,41.157294,-115.465492
320498,9152,121.173723,41.157296,-115.466214
320499,9152,121.173725,41.157298,-115.466935
320500,9152,121.173727,41.157299,-115.467656
320501,9152,121.173728,41.157301,-115.468377
320502,9152,121.17373,41.157303,-115.469098
320503,9152,121.173732,41.157304,-115.469819
320504,9152,121.173733,41.157306,-115.47054
320505,9152,121.173735,41.157308,-115.471261
320506,9152,121.173737,41.15731,-115.471982
320507,9152,121.173739,41.157311,-115.472703
320508,9152,121.17374,41.157313,-115.473423
320509,9152,121.173742,41.157315,-115.474144
320510,9152,121.173744,41.157316,-115.474865
320511,9152,121.173745,41.157318,-115.475586
320512,9152,121.173747,41.15732,-115.476306
320513,9152,121.173749,41.157321,-115.477027
320514,9152,121.17375,41.157323,-115.477748
320515,9152,121.173752,41.157325,-115.478468
320516,9152,121.173754,41.157327,-115.479189
320517,9152,121.173756,41.157328,-115.479909
320518,9152,121.173757,41.15733,-115.48063
320519,9152,121.173759,41.157332,-115.48135
320520,9152,121.173761,41.157333,-115.482071
320521,9152,121.173762,41.157335,-115.482791
320522,9152,121.173764,41.157337,-115.483511
320523,9152,121.173766,41.157338,-115.484232
320524,9152,121.173767,41.15734,-115.484952
320525,9152,121.173769,41.157342,-115.485672
320526,9152,121.173771,41.157344,-115.486392
320527,9152,121.173773,41.157345,-115.487113
320528,9152,121.173774,41.157347,-115.487833
320529,9152,121.173776,41.157349,-115.488553
320530,9152,121.173778,41.15735,-115.489273
320531,9152,121.173779,41.157352,-115.489993
320532,9152,121.173781,41.157354,-115.490713
320533,9152,121.173783,41.157355,-115.491433
320534,9152,121.173784,41.157357,-115.492153
320535,9152,121.173786,41.157359,-115.492873
320536,9152,121.173788,41.157361,-115.493592
320537,9152,121.17379,41.157362,-115.494312
320538,9152,121.173791,41.157364,-115.495032
320539,9152,121.173793,41.157366,-115.495752
320540,9152,121.173795,41.157367,-115.496471
320541,9152,121.173796,41.157369,-115.497191
320542,9152,121.173798,41.157371,-115.497911
320543,9152,121.1738,41.157372,-115.49863
320544,9152,121.173801,41.157374,-115.49935
320545,9152,121.173803,41.157376,-115.50007
320546,9152,121.173805,41.157378,-115.500789
320547,9152,121.173807,41.157379,-115.501509
320548,9152,121.173808,41.157381,-115.502228
320549,9152,121.17381,41.157383,-115.502947
320550,9152,121.173812,41.157384,-115.503667
320551,9152,121.173813,41.157386,-115.504386
320552,9152,121.173815,41.157388,-115.505105
320553,9152,121.173817,41.157389,-115.505825
320554,9152,121.173818,41.157391,-115.506544
320555,9152,121.17382,41.157393,-115.507263
320556,9152,121.173822,41.157395,-115.507982
320557,9152,121.173824,41.157396,-115.508701
320558,9152,121.173825,41.157398,-115.50942
320559,9152,121.173827,41.1574,-115.510139
320560,9152,121.173829,41.157401,-115.510858
320561,9152,121.17383,41.157403,-115.511577
320562,9152,121.173832,41.157405,-115.512296
320563,9152,121.173834,41.157406,-115.513015
320564,9152,121.173835,41.157408,-115.513734
320565,9152,121.173837,41.15741,-115.514453
320566,9152,121.173839,41.157412,-115.515172
320567,9152,121.173841,41.157413,-115.515891
320568,9152,121.173842,41.157415,-115.516609
320569,9152,121.173844,41.157417,-115.517328
320570,9152,121.173846,41.157418,-115.518047
320571,9152,121.173847,41.15742,-115.518765
320572,9152,121.173849,41.157422,-115.519484
320573,9152,121.173851,41.157423,-115.520203
320574,9152,121.173852,41.157425,-115.520921
320575,9152,121.173854,41.157427,-115.52164
320576,9152,121.173856,41.157429,-115.522358
320577,9152,121.173858,41.15743,-115.523077
320578,9152,121.173859,41.157432,-115.523795
320579,9152,121.173861,41.157434,-115.524513
320580,9152,121.173863,41.157435,-115.525232
320581,9152,121.173864,41.157437,-115.52595
320582,9152,121.173866,41.157439,-115.526668
320583,9152,121.173868,41.15744,-115.527386
320584,9152,121.173869,41.157442,-115.528105
320585,9152,121.173871,41.157444,-115.528823
320586,9152,121.173873,41.157446,-115.529541
320587,9152,121.173875,41.157447,-115.530259
320588,9152,121.173876,41.157449,-115.530977
320589,9152,121.173878,41.157451,-115.531695
320590,9152,121.17388,41.157452,-115.532413
320591,9152,121.173881,41.157454,-115.533131
320592,9152,121.173883,41.157456,-115.533849
320593,9152,121.173885,41.157457,-115.534567
320594,9152,121.173886,41.157459,-115.535285
320595,9152,121.173888,41.157461,-115.536002
320596,9152,121.17389,41.157463,-115.53672
320597,9152,121.173892,41.157464,-115.537438
320598,9152,121.173893,41.157466,-115.538156
320599,9152,121.173895,41.157468,-115.538873
320600,9152,121.173897,41.157469,-115.539591
320601,9152,121.173898,41.157471,-115.540309
320602,9152,121.1739,41.157473,-115.541026
320603,9152,121.173902,41.157474,-115.541744
320604,9152,121.173903,41.157476,-115.542461
320605,9152,121.173905,41.157478,-115.543179
320606,9152,121.173907,41.15748,-115.543896
320607,9152,121.173909,41.157481,-115.544614
320608,9152,121.17391,41.157483,-115.545331
320609,9152,121.173912,41.157485,-115.546048
320610,9152,121.173914,41.157486,-115.546766
320611,9152,121.173915,41.157488,-115.547483
320612,9152,121.173917,41.15749,-115.5482
320613,9152,121.173919,41.157491,-115.548917
320614,9152,121.17392,41.157493,-115.549634
320615,9152,121.173922,41.157495,-115.550351
320616,9152,121.173924,41.157497,-115.551069
320617,9152,121.173926,41.157498,-115.551786
320618,9152,121.173927,41.1575,-115.552503
320619,9152,121.173929,41.157502,-115.55322
320620,9152,121.173931,41.157503,-115.553937
320621,9152,121.173932,41.157505,-115.554654
320622,9152,121.173934,41.157507,-115.55537
320623,9152,121.173936,41.157508,-115.556087
320624,9152,121.173937,41.15751,-115.556804
320625,9152,121.173939,41.157512,-115.557521
320626,9152,121.173941,41.157514,-115.558238
320627,9152,121.173943,41.157515,-115.558954
320628,9152,121.173944,41.157517,-115.559671
320629,9152,121.173946,41.157519,-115.560388
320630,9152,121.173948,41.15752,-115.561104
320631,9152,121.173949,41.157522,-115.561821
320632,9152,121.173951,41.157524,-115.562537
320633,9152,121.173953,41.157525,-115.563254
320634,9152,121.173954,41.157527,-115.56397
320635,9152,121.173956,41.157529,-115.564687
320636,9152,121.173958,41.157531,-115.565403
320637,9152,121.17396,41.157532,-115.56612
320638,9152,121.173961,41.157534,-115.566836
320639,9152,121.173963,41.157536,-115.567552
320640,9152,121.173965,41.157537,-115.568268
320641,9152,121.173966,41.157539,-115.568985
320642,9152,121.173968,41.157541,-115.569701
320643,9152,121.17397,41.157542,-115.570417
320644,9152,121.173971,41.157544,-115.571133
320645,9152,121.173973,41.157546,-115.571849
320646,9152,121.173975,41.157548,-115.572565
320647,9152,121.173977,41.157549,-115.573281
320648,9152,121.173978,41.157551,-115.573997
320649,9152,121.17398,41.157553,-115.574713
320650,9152,121.173982,41.157554,-115.575429
320651,9152,121.173983,41.157556,-115.576145
320652,9152,121.173985,41.157558,-115.576861
320653,9152,121.173987,41.157559,-115.577577
320654,9152,121.173988,41.157561,-115.578293
320655,9152,121.17399,41.157563,-115.579008
320656,9152,121.173992,41.157565,-115.579724
320657,9152,121.173994,41.157566,-115.58044
320658,9152,121.173995,41.157568,-115.581155
320659,9152,121.173997,41.15757,-115.581871
320660,9152,121.173999,41.157571,-115.582587
320661,9152,121.174,41.157573,-115.583302
320662,9152,121.174002,41.157575,-115.584018
320663,9152,121.174004,41.157576,-115.584733
320664,9152,121.174005,41.157578,-115.585448
320665,9152,121.174007,41.15758,-115.586164
320666,9152,121.174009,41.157582,-115.586879
320667,9152,121.174011,41.157583,-115.587595
320668,9152,121.174012,41.157585,-115.58831
320669,9152,121.174014,41.157587,-115.589025
320670,9152,121.174016,41.157588,-115.58974
320671,9152,121.174017,41.15759,-115.590456
320672,9152,121.174019,41.157592,-115.591171
320673,9152,121.174021,41.157593,-115.591886
320674,9152,121.174022,41.157595,-115.592601
320675,9152,121.174024,41.157597,-115.593316
320676,9152,121.174026,41.157599,-115.594031
320677,9152,121.174028,41.1576,-115.594746
320678,9152,121.174029,41.157602,-115.595461
320679,9152,121.174031,41.157604,-115.596176
320680,9152,121.174033,41.157605,-115.596891
320681,9152,121.174034,41.157607,-115.597606
320682,9152,121.174036,41.157609,-115.598321
320683,9152,121.174038,41.15761,-115.599035
320684,9152,121.174039,41.157612,-115.59975
320685,9152,121.174041,41.157614,-115.600465
320686,9152,121.174043,41.157616,-115.60118
320687,9152,121.174045,41.157617,-115.601894
320688,9152,121.174046,41.157619,-115.602609
320689,9152,121.174048,41.157621,-115.603323
320690,9152,121.17405,41.157622,-115.604038
320691,9152,121.174051,41.157624,-115.604752
320692,9152,121.174053,41.157626,-115.605467
320693,9152,121.174055,41.157627,-115.606181
320694,9152,121.174056,41.157629,-115.606896
320695,9152,121.174058,41.157631,-115.60761
320696,9152,121.17406,41.157633,-115.608325
320697,9152,121.174062,41.157634,-115.609039
320698,9152,121.174063,41.157636,-115.609753
320699,9152,121.174065,41.157638,-115.610467
320700,9152,121.174067,41.157639,-115.611182
320701,9152,121.174068,41.157641,-115.611896
320702,9152,121.17407,41.157643,-115.61261
320703,9152,121.174072,41.157644,-115.613324
320704,9152,121.174073,41.157646,-115.614038
320705,9152,121.174075,41.157648,-115.614752
320706,9152,121.174077,41.15765,-115.615466
320707,9152,121.174079,41.157651,-115.61618
320708,9152,121.17408,41.157653,-115.616894
320709,9152,121.174082,41.157655,-115.617608
320710,9152,121.174084,41.157656,-115.618322
320711,9152,121.174085,41.157658,-115.619036
320712,9152,121.174087,41.15766,-115.619749
320713,9152,121.174089,41.157661,-115.620463
320714,9152,121.17409,41.157663,-115.621177
320715,9152,121.174092,41.157665,-115.621891
320716,9152,121.174094,41.157667,-115.622604
320717,9152,121.174096,41.157668,-115.623318
320718,9152,121.174097,41.15767,-115.624032
320719,9152,121.174099,41.157672,-115.624745
320720,9152,121.174101,41.157673,-115.625459
320721,9152,121.174102,41.157675,-115.626172
320722,9152,121.174104,41.157677,-115.626886
320723,9152,121.174106,41.157678,-115.627599
320724,9152,121.174107,41.15768,-115.628312
320725,9152,121.174109,41.157682,-115.629026
320726,9152,121.174111,41.157684,-115.629739
320727,9152,121.174113,41.157685,-115.630452
320728,9152,121.174114,41.157687,-115.631166
320729,9152,121.174116,41.157689,-115.631879
320730,9152,121.174118,41.15769,-115.632592
320731,9152,121.174119,41.157692,-115.633305
320732,9152,121.174121,41.157694,-115.634018
320733,9152,121.174123,41.157695,-115.634731
320734,9152,121.174124,41.157697,-115.635445
320735,9152,121.174126,41.157699,-115.636158
320736,9152,121.174128,41.157701,-115.636871
320737,9152,121.17413,41.157702,-115.637583
320738,9152,121.174131,41.157704,-115.638296
320739,9152,121.174133,41.157706,-115.639009
320740,9152,121.174135,41.157707,-115.639722
320741,9152,121.174136,41.157709,-115.640435
320742,9152,121.174138,41.157711,-115.641148
320743,9152,121.17414,41.157712,-115.64186
320744,9152,121.174141,41.157714,-115.642573
320745,9152,121.174143,41.157716,-115.643286
320746,9152,121.174145,41.157718,-115.643998
320747,9152,121.174147,41.157719,-115.644711
320748,9152,121.174148,41.157721,-115.645424
320749,9152,121.17415,41.157723,-115.646136
320750,9152,121.174152,41.157724,-115.646849
320751,9152,121.174153,41.157726,-115.647561
320752,9152,121.174155,41.157728,-115.648274
320753,9152,121.174157,41.157729,-115.648986
320754,9152,121.174158,41.157731,-115.649698
320755,9152,121.17416,41.157733,-115.650411
320756,9152,121.174162,41.157735,-115.651123
320757,9152,121.174164,41.157736,-115.651835
320758,9152,121.174165,41.157738,-115.652548
320759,9152,121.174167,41.15774,-115.65326
320760,9152,121.174169,41.157741,-115.653972
320761,9152,121.17417,41.157743,-115.654684
320762,9152,121.174172,41.157745,-115.655396
320763,9152,121.174174,41.157746,-115.656108
320764,9152,121.174175,41.157748,-115.65682
320765,9152,121.174177,41.15775,-115.657532
320766,9152,121.174179,41.157752,-115.658244
320767,9152,121.174181,41.157753,-115.658956
320768,9152,121.174182,41.157755,-115.659668
320769,9152,121.174184,41.157757,-115.66038
320770,9152,121.174186,41.157758,-115.661092
320771,9152,121.174187,41.15776,-115.661804
320772,9152,121.174189,41.157762,-115.662515
320773,9152,121.174191,41.157763,-115.663227
320774,9152,121.174192,41.157765,-115.663939
320775,9152,121.174194,41.157767,-115.66465
320776,9152,121.174196,41.157769,-115.665362
320777,9152,121.174198,41.15777,-115.666074
320778,9152,121.174199,41.157772,-115.666785
320779,9152,121.174201,41.157774,-115.667497
320780,9152,121.174203,41.157775,-115.668208
320781,9152,121.174204,41.157777,-115.66892
320782,9152,121.174206,41.157779,-115.669631
320783,9152,121.174208,41.15778,-115.670342
320784,9152,121.174209,41.157782,-115.671054
320785,9152,121.174211,41.157784,-115.671765
320786,9152,121.174213,41.157786,-115.672476
320787,9152,121.174215,41.157787,-115.673188
320788,9152,121.174216,41.157789,-115.673899
320789,9152,121.174218,41.157791,-115.67461
320790,9152,121.17422,41.157792,-115.675321
320791,9152,121.174221,41.157794,-115.676032
320792,9152,121.174223,41.157796,-115.676743
320793,9152,121.174225,41.157797,-115.677455
320794,9152,121.174226,41.157799,-115.678166
320795,9152,121.174228,41.157801,-115.678877
320796,9152,121.17423,41.157803,-115.679587
320797,9152,121.174232,41.157804,-115.680298
320798,9152,121.174233,41.157806,-115.681009
320799,9152,121.174235,41.157808,-115.68172
320800,9152,121.174237,41.157809,-115.682431
320801,9152,121.174238,41.157811,-115.683142
320802,9152,121.17424,41.157813,-115.683852
320803,9152,121.174242,41.157814,-115.684563
320804,9152,121.174243,41.157816,-115.685274
320805,9152,121.174245,41.157818,-115.685985
320806,9152,121.174247,41.15782,-115.686695
320807,9152,121.174249,41.157821,-115.687406
320808,9152,121.17425,41.157823,-115.688116
320809,9152,121.174252,41.157825,-115.688827
320810,9152,121.174254,41.157826,-115.689537
320811,9152,121.174255,41.157828,-115.690248
320812,9152,121.174257,41.15783,-115.690958
320813,9152,121.174259,41.157831,-115.691668
320814,9152,121.17426,41.157833,-115.692379
320815,9152,121.174262,41.157835,-115.693089
320816,9152,121.174264,41.157837,-115.693799
320817,9152,121.174266,41.157838,-115.69451
320818,9152,121.174267,41.15784,-115.69522
320819,9152,121.174269,41.157842,-115.69593
320820,9152,121.174271,41.157843,-115.69664
320821,9152,121.174272,41.157845,-115.69735
320822,9152,121.174274,41.157847,-115.69806
320823,9152,121.174276,41.157848,-115.69877
320824,9152,121.174277,41.15785,-115.69948
320825,9152,121.174279,41.157852,-115.70019
320826,9152,121.174281,41.157854,-115.7009
320827,9152,121.174283,41.157855,-115.70161
320828,9152,121.174284,41.157857,-115.70232
320829,9152,121.174286,41.157859,-115.70303
320830,9152,121.174288,41.15786,-115.70374
320831,9152,121.174289,41.157862,-115.704449
320832,9152,121.174291,41.157864,-115.705159
320833,9152,121.174293,41.157865,-115.705869
320834,9152,121.174294,41.157867,-115.706579
320835,9152,121.174296,41.157869,-115.707288
320836,9152,121.174298,41.157871,-115.707998
320837,9152,121.1743,41.157872,-115.708707
320838,9152,121.174301,41.157874,-115.709417
320839,9152,121.174303,41.157876,-115.710126
320840,9152,121.174305,41.157877,-115.710836
320841,9152,121.174306,41.157879,-115.711545
320842,9152,121.174308,41.157881,-115.712255
320843,9152,121.17431,41.157882,-115.712964
320844,9152,121.174311,41.157884,-115.713673
320845,9152,121.174313,41.157886,-115.714383
320846,9152,121.174315,41.157888,-115.715092
320847,9152,121.174317,41.157889,-115.715801
320848,9152,121.174318,41.157891,-115.71651
